Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Station_Number,Flood?
1029,Chandpur,2003,10,33.6,25.6,143,83,0.2,4,41941,0
1030,Chandpur,2003,11,32,20,0,77,0.1,0.2,41941,0
1031,Chandpur,2003,12,28.2,16.5,26,82,0.1,1.6,41941,0
1032,Chandpur,2004,1,27.2,14.1,0,83,0.3,1.4,41941,0
1033,Chandpur,2004,2,31.7,16,0,75,0.2,0.8,41941,0
1034,Chandpur,2004,3,34.5,22.2,9,81,0.2,2.3,41941,0
1035,Chandpur,2004,4,33.7,24,104,86,0.5,4.1,41941,0
1036,Chandpur,2004,5,36.7,25.9,101,81,0.4,3.5,41941,0
1037,Chandpur,2004,6,35.2,25.3,374,88,0.3,5.4,41941,1
1038,Chandpur,2004,7,33.2,26.3,312,88,0.5,6,41941,0
1039,Chandpur,2004,8,34,26,334,87,0.6,6,41941,1
1040,Chandpur,2004,9,33.5,25.7,845,89,0.4,6,41941,1
1041,Chandpur,2004,10,34.5,24.3,302,85,0.3,2.5,41941,0
1042,Chandpur,2004,11,31,19.7,0,80,0.1,0.3,41941,0
1043,Chandpur,2004,12,29.5,17.1,2,80,0.1,0.7,41941,0
1044,Chandpur,2005,1,28,14.4,7,81,0.2,1.5,41941,0
1045,Chandpur,2005,2,31.5,18,0,74,0.5,1.4,41941,0
1046,Chandpur,2005,3,34.2,22.4,122,80,0.7,3.3,41941,0
1047,Chandpur,2005,4,35.5,24.2,91,81,0.8,3.1,41941,0
1048,Chandpur,2005,5,35.7,24.9,115,82,0.7,4.2,41941,0
1049,Chandpur,2005,6,36.7,26.8,31,85,0.7,5.3,41941,0
1050,Chandpur,2005,7,33.7,26,344,88,0.6,6.2,41941,1
1051,Chandpur,2005,8,33.6,26.4,318,89,0.4,6.6,41941,1
1052,Chandpur,2005,9,34.5,26.1,149,87,0.3,6.3,41941,0
1053,Chandpur,2005,10,34.2,25,360,86,0.1,5.1,41941,1
1054,Chandpur,2005,11,31.4,20.2,0,81,0.2,1.1,41941,0
1055,Chandpur,2005,12,29.8,16.5,2,79,0.3,1,41941,0
1056,Chandpur,2006,1,27.6,14.1,0,80,0.3,0.8,41941,0
1057,Chandpur,2006,2,33.8,19.4,0,77,0.4,0.7,41941,0
1058,Chandpur,2006,3,36.2,21.5,0,71,0.4,1.4,41941,0
1059,Chandpur,2006,4,35.6,23.9,27,77,0.8,3.8,41941,0
1060,Chandpur,2006,5,36,25.3,260,80,0.6,4.5,41941,0
1061,Chandpur,2006,6,35.7,26.4,336,87,0.6,6.4,41941,1
1062,Chandpur,2006,7,35.2,26.3,348,87,0.8,6.2,41941,1
1063,Chandpur,2006,8,34.2,26,309,86,1,6,41941,0
1064,Chandpur,2006,9,34.2,25.8,410,86,0.8,5.6,41941,1
1065,Chandpur,2006,10,34.4,25,24,83,0.2,4.1,41941,0
1066,Chandpur,2006,11,32.7,20.6,0,82,0.2,2.4,41941,0
1067,Chandpur,2006,12,29.7,15.6,0,80,0.1,0.3,41941,0
1068,Chandpur,2007,1,28.2,12.9,0,79,0.2,0.4,41941,0
1069,Chandpur,2007,2,31.5,16.8,57,77,0.4,2.3,41941,0
1070,Chandpur,2007,3,36.7,18.7,40,68,0.4,1.3,41941,0
1071,Chandpur,2007,4,35.7,23.8,51,79,0.9,3.6,41941,0
1072,Chandpur,2007,5,37.7,25.6,226,80,0.6,4.1,41941,0
1073,Chandpur,2007,6,35.7,25.7,399,87,0.8,6.5,41941,1
1074,Chandpur,2007,7,34.8,26,782,89,0.6,6.9,41941,1
1075,Chandpur,2007,8,35.2,26.5,180,86,0.5,6.4,41941,0
1076,Chandpur,2007,9,34.5,26.4,266,88,0.4,6.6,41941,0
1077,Chandpur,2007,10,35,24.3,228,83,0.3,4.2,41941,0
1078,Chandpur,2007,11,32,21,109,82,0.4,2.2,41941,0
1079,Chandpur,2007,12,28.8,15.7,0,79,0.3,1.2,41941,0
1080,Chandpur,2008,1,29.7,14.4,39,78,0.4,1.5,41941,0
1081,Chandpur,2008,2,30.7,14.9,22,73,0.3,1.5,41941,0
1082,Chandpur,2008,3,34.2,21.6,64,77,0.3,3.5,41941,0
1083,Chandpur,2008,4,36.5,24,67,75,0.5,3,41941,0
1084,Chandpur,2008,5,37.8,24.9,240,78,0.5,5,41941,0
1085,Chandpur,2008,6,35.2,25.8,193,87,0.6,6.8,41941,0
1086,Chandpur,2008,7,34.9,25.9,649,89,0.5,7.1,41941,1
1087,Chandpur,2008,8,34.7,26.1,320,87,0.4,6.5,41941,1
1088,Chandpur,2008,9,34.8,26,213,85,0.5,6,41941,0
1089,Chandpur,2008,10,34.7,23.8,333,84,0.4,3.6,41941,1
1090,Chandpur,2008,11,33,19.5,0,77,0.2,1.3,41941,0
1091,Chandpur,2008,12,30.4,17.1,0,84,0.1,3.2,41941,0
1092,Chandpur,2009,1,29.6,14.4,0,80,1,1,41941,0
1093,Chandpur,2009,2,33.4,16.5,1,70,1.8,0.8,41941,0
1094,Chandpur,2009,3,35.8,21,5,69,1.7,3.5,41941,0
1095,Chandpur,2009,4,36.8,25.1,56,76,2.8,3.9,41941,0
1096,Chandpur,2009,5,36.8,24.8,220,79,2.7,4.8,41941,0
1097,Chandpur,2009,6,36.4,26.5,177,82,2.2,5.1,41941,0
1098,Chandpur,2009,7,35.2,25.9,431,87,2.4,6.5,41941,1
1099,Chandpur,2009,8,35.3,26.2,312,87,2.2,6.7,41941,1
1100,Chandpur,2009,9,35.2,26.1,146,85,2.3,5.7,41941,0
1101,Chandpur,2009,10,35,24.1,195,83,1.9,3,41941,0
1102,Chandpur,2009,11,33.6,20.3,3,78,1.8,2.8,41941,0
1103,Chandpur,2009,12,29.6,15,0,79,2.2,2.4,41941,0
1104,Chandpur,2010,1,29,12.4,0,81,2.8,1.9,41941,0
1105,Chandpur,2010,2,32.4,15.9,23,72,2.6,1.6,41941,0
1106,Chandpur,2010,3,37.4,22.5,3,72,3.3,2.9,41941,0
1107,Chandpur,2010,4,36.2,25.9,17,78,3.5,4.7,41941,0
1108,Chandpur,2010,5,36.7,25.2,191,80,2.7,5.1,41941,0
1109,Chandpur,2010,6,39.7,26.3,541,87,2.6,6.4,41941,1
1110,Chandpur,2010,7,34.7,26.6,233,85,2.6,5.8,41941,0
1111,Chandpur,2010,8,35,26.7,204,84,2.5,6.1,41941,0
1112,Chandpur,2010,9,38.2,26.3,229,86,2.5,5.9,41941,0
1113,Chandpur,2010,10,35.7,25.3,303,82,2.4,4.8,41941,1
1114,Chandpur,2010,11,33.2,21.2,6,79,1.9,1.8,41941,0
1115,Chandpur,2010,12,29.6,15.2,15,78,2.1,1.7,41941,0
1116,Chandpur,2011,1,28.6,12,0,78,2.2,0.8,41941,0
1117,Chandpur,2011,2,31,16.2,1,71,2.3,0.9,41941,0
1118,Chandpur,2011,3,35.2,20.3,35,70,2.9,3.3,41941,0
1119,Chandpur,2011,4,35.6,22.6,145,76,2.4,5.1,41941,0
1120,Chandpur,2011,5,36,24.4,424,82,2.2,6.3,41941,1
1121,Chandpur,2011,6,35.5,26,410,87,2.3,6.5,41941,1
1122,Chandpur,2011,7,35,26.1,291,85,2.1,6.3,41941,0
1123,Chandpur,2011,8,35.2,26,403,87,2.1,6.5,41941,1
1124,Chandpur,2011,9,35.9,26.1,291,86,2.2,6.1,41941,0
1125,Chandpur,2011,10,35.2,24.7,128,81,2.1,3.5,41941,0
1126,Chandpur,2011,11,32.4,19.2,0,77,1.5,1.2,41941,0
1127,Chandpur,2011,12,30.7,15.3,0,81,2.1,2.3,41941,0
1128,Chandpur,2012,1,29.2,14,12,79,2.2,2.7,41941,0
1129,Chandpur,2012,2,34,15.2,12,67,1.9,0.9,41941,0
1130,Chandpur,2012,3,35,21.6,30,71,2.5,2.7,41941,0
1131,Chandpur,2012,4,37,23.6,194,80,2.7,4.3,41941,0
1132,Chandpur,2012,5,36.8,25.6,121,78,2.3,4.2,41941,0
1133,Chandpur,2012,6,36.6,26.5,279,85,2.9,6.2,41941,0
1134,Chandpur,2012,7,34.7,26.4,298,86,2.6,6.5,41941,0
1135,Chandpur,2012,8,34.6,26.2,452,85,2.4,6.3,41941,1
1136,Chandpur,2012,9,36.6,26.3,137,85,2.3,6.1,41941,0
1137,Chandpur,2012,10,34.2,24.2,128,82,2.6,4,41941,0
1138,Chandpur,2012,11,32.8,19.3,92,78,2.3,2.5,41941,0
1139,Chandpur,2012,12,28.7,14.1,2,83,2.3,2,41941,0
1140,Chandpur,2013,1,28.7,11.7,0,78,2.5,0.6,41941,0
1141,Chandpur,2013,2,32.4,16,3,71,2.7,1.5,41941,0
1142,Chandpur,2013,3,35.5,21.3,15,71,2.1,1.9,41941,0
1143,Chandpur,2013,4,36.2,23.9,135,76,2.8,4,41941,0
1144,Chandpur,2013,5,35.7,24.4,670,86,3,6.6,41941,1
1145,Chandpur,2013,6,36.4,26.3,497,83,2.3,5.1,41941,1
1146,Chandpur,2013,7,34.6,26.5,225,85,2.2,6.2,41941,0
1147,Chandpur,2013,8,35.2,26.2,331,86,2.4,6.3,41941,1
1148,Chandpur,2013,9,35.6,26.1,502,86,2.1,6.4,41941,1
1149,Chandpur,2013,10,35,24.5,167,85,1.9,5.1,41941,1
1150,Chandpur,2013,11,32.5,19.1,0,75,2.3,1.3,41941,0
1151,Chandpur,2013,12,30.4,15.9,0,79,2,2.2,41941,0
1152,Chittagong (IAP-Patenga),1990,1,28.4,14.5,0,77,1,1.4,41978,0
1153,Chittagong (IAP-Patenga),1990,2,30.6,18.2,39,75,1.5,3.1,41978,0
1154,Chittagong (IAP-Patenga),1990,3,33.5,19.4,53,75,2.2,4,41978,0
1155,Chittagong (IAP-Patenga),1990,4,33.2,21.9,250,77,4.3,4,41978,0
1156,Chittagong (IAP-Patenga),1990,5,33.5,25.3,205,78,2.6,5.1,41978,0
1157,Chittagong (IAP-Patenga),1990,6,34.5,25.2,668,83,4,6.5,41978,1
1158,Chittagong (IAP-Patenga),1990,7,33.4,24.8,1038,88,3.5,7.3,41978,1
1159,Chittagong (IAP-Patenga),1990,8,34.2,25.7,115,82,2.9,6,41978,0
1160,Chittagong (IAP-Patenga),1990,9,33.5,25.1,141,82,2.6,5.9,41978,0
1161,Chittagong (IAP-Patenga),1990,10,33.4,23.6,233,81,1.9,4.1,41978,0
1162,Chittagong (IAP-Patenga),1990,11,32,21.5,74,81,1,3.2,41978,0
1163,Chittagong (IAP-Patenga),1990,12,30.7,16,36,78,0.8,1.6,41978,0
1164,Chittagong (IAP-Patenga),1991,1,28,14.1,19,72,0.9,1.4,41978,0
1165,Chittagong (IAP-Patenga),1991,2,31.4,17.1,0,71,1.1,1.2,41978,0
1166,Chittagong (IAP-Patenga),1991,3,35.4,22.1,43,74,1.9,2.1,41978,0
1167,Chittagong (IAP-Patenga),1991,4,32.2,23.4,99,78,4,3.4,41978,0
1168,Chittagong (IAP-Patenga),1991,5,33.8,25,464,80,3.6,4.9,41978,1
1169,Chittagong (IAP-Patenga),1991,6,33.8,25.6,774,84,3.8,7.1,41978,1
1170,Chittagong (IAP-Patenga),1991,7,34.2,25.7,818,86,4.2,6.7,41978,1
1171,Chittagong (IAP-Patenga),1991,8,35.4,25.5,357,86,4.2,6.7,41978,0
1172,Chittagong (IAP-Patenga),1991,9,33.9,25.4,360,84,2.7,5.8,41978,1
1173,Chittagong (IAP-Patenga),1991,10,34.2,24.1,211,82,1.2,4.4,41978,0
1174,Chittagong (IAP-Patenga),1991,11,30.2,18.9,99,78,0.4,2.5,41978,0
1175,Chittagong (IAP-Patenga),1991,12,29.3,15.3,13,75,0.8,1.7,41978,0
1176,Chittagong (IAP-Patenga),1992,1,28.8,13.8,0,77,0.7,1.5,41978,0
1177,Chittagong (IAP-Patenga),1992,2,27.6,16.7,119,77,1.4,2.6,41978,0
1178,Chittagong (IAP-Patenga),1992,3,31.7,22.1,0,82,3.7,2.7,41978,0
1179,Chittagong (IAP-Patenga),1992,4,36.6,24.9,1,77,4.3,3.5,41978,0
1180,Chittagong (IAP-Patenga),1992,5,34.8,24.4,127,78,3.6,4.4,41978,0
1181,Chittagong (IAP-Patenga),1992,6,34.8,25.6,571,83,3,5.2,41978,1
1182,Chittagong (IAP-Patenga),1992,7,33,25,412,85,3.5,6.4,41978,1
1183,Chittagong (IAP-Patenga),1992,8,34.5,25,280,83,3.5,5.9,41978,0
1184,Chittagong (IAP-Patenga),1992,9,33.7,25.3,292,86,2.3,5.5,41978,0
1185,Chittagong (IAP-Patenga),1992,10,33.5,24.2,435,83,0.9,4.1,41978,1
1186,Chittagong (IAP-Patenga),1992,11,33,20.7,4,78,0.5,3.6,41978,0
1187,Chittagong (IAP-Patenga),1992,12,28.2,14.9,34,78,0.4,1.3,41978,0
1188,Chittagong (IAP-Patenga),1993,1,29,13.9,0,75,0.4,1.3,41978,0
1189,Chittagong (IAP-Patenga),1993,2,30.2,16.8,71,75,2.3,1.5,41978,0
1190,Chittagong (IAP-Patenga),1993,3,32.4,19.1,223,74,1.7,2.2,41978,0
1191,Chittagong (IAP-Patenga),1993,4,35,22.3,100,79,2.1,3,41978,0
1192,Chittagong (IAP-Patenga),1993,5,34,23.4,667,81,3.3,4.5,41978,1
1193,Chittagong (IAP-Patenga),1993,6,33,24.5,781,85,4.9,5.9,41978,1
1194,Chittagong (IAP-Patenga),1993,7,33.3,25,437,84,4.4,6,41978,1
1195,Chittagong (IAP-Patenga),1993,8,33,25,729,86,4.5,6.2,41978,1
1196,Chittagong (IAP-Patenga),1993,9,33,24.4,243,84,2.6,5.6,41978,0
1197,Chittagong (IAP-Patenga),1993,10,33,23.8,129,82,1.2,3.9,41978,0
1198,Chittagong (IAP-Patenga),1993,11,31,19.3,14,78,0.6,1.7,41978,0
1199,Chittagong (IAP-Patenga),1993,12,28.5,15.1,0,75,0.7,1.7,41978,0
1200,Chittagong (IAP-Patenga),1994,1,29.3,14,7,70,1.2,1,41978,0
1201,Chittagong (IAP-Patenga),1994,2,31,15.6,8,64,1.8,1,41978,0
1202,Chittagong (IAP-Patenga),1994,3,33,20.6,194,74,3.6,2.4,41978,0
1203,Chittagong (IAP-Patenga),1994,4,35.8,23.3,262,77,2.6,3,41978,0
1204,Chittagong (IAP-Patenga),1994,5,33.8,25.5,208,79,3.5,4,41978,0
1205,Chittagong (IAP-Patenga),1994,6,34.2,25.8,581,84,5.1,6.3,41978,1
1206,Chittagong (IAP-Patenga),1994,7,33.6,25.4,380,84,5.1,6.2,41978,1
1207,Chittagong (IAP-Patenga),1994,8,33.5,25.3,397,85,4.4,6.2,41978,1
1208,Chittagong (IAP-Patenga),1994,9,34.3,25.5,100,82,2.7,4.6,41978,0
1209,Chittagong (IAP-Patenga),1994,10,33.8,24.1,101,81,0.8,3.2,41978,0
1210,Chittagong (IAP-Patenga),1994,11,33,20.3,20,76,0.5,2.7,41978,0
1211,Chittagong (IAP-Patenga),1994,12,29.3,14.6,0,70,0.5,0.5,41978,0
1212,Chittagong (IAP-Patenga),1995,1,30,13.2,0,65,1.4,1.6,41978,0
1213,Chittagong (IAP-Patenga),1995,2,30,16.4,12,70,1.2,1.8,41978,0
1214,Chittagong (IAP-Patenga),1995,3,35.4,20.2,18,67,2.1,1.4,41978,0
1215,Chittagong (IAP-Patenga),1995,4,34.6,24.4,51,76,3,3,41978,0
1216,Chittagong (IAP-Patenga),1995,5,36,27,268,80,5,4.3,41978,0
1217,Chittagong (IAP-Patenga),1995,6,36,26.2,359,82,5.9,5.9,41978,0
1218,Chittagong (IAP-Patenga),1995,7,34.4,25.7,685,83,6.2,6.1,41978,1
1219,Chittagong (IAP-Patenga),1995,8,35,25.9,546,84,4.1,6.1,41978,1
1220,Chittagong (IAP-Patenga),1995,9,34.6,25.9,129,82,3.4,5.6,41978,0
1221,Chittagong (IAP-Patenga),1995,10,34.6,25.1,53,81,0.8,3.6,41978,0
1222,Chittagong (IAP-Patenga),1995,11,35.5,21.8,323,83,1.2,4,41978,0
1223,Chittagong (IAP-Patenga),1995,12,28.5,16,0,73,0.8,0.3,41978,0
1224,Chittagong (IAP-Patenga),1996,1,28.5,14.1,0,75,0.9,0.5,41978,0
1225,Chittagong (IAP-Patenga),1996,2,32.2,16.3,106,72,1.1,1.2,41978,0
1226,Chittagong (IAP-Patenga),1996,3,33.3,22.2,91,79,4.1,3,41978,0
1227,Chittagong (IAP-Patenga),1996,4,34,24,234,80,2.9,3,41978,0
1228,Chittagong (IAP-Patenga),1996,5,35.6,25.4,251,80,4.7,4.5,41978,0
1229,Chittagong (IAP-Patenga),1996,6,36,25.4,476,82,5.5,5.6,41978,1
1230,Chittagong (IAP-Patenga),1996,7,35,25.7,465,85,4.8,6.3,41978,1
1231,Chittagong (IAP-Patenga),1996,8,33.5,25.4,584,88,4.1,6.5,41978,1
1232,Chittagong (IAP-Patenga),1996,9,36.5,25.7,350,84,2.1,5.6,41978,0
1233,Chittagong (IAP-Patenga),1996,10,35.7,24,343,82,2.6,3.7,41978,0
1234,Chittagong (IAP-Patenga),1996,11,32.8,20.5,3,82,0.6,2,41978,0
1235,Chittagong (IAP-Patenga),1996,12,31.2,16.9,1,77,1,1.7,41978,0
1236,Chittagong (IAP-Patenga),1997,1,28.5,13.3,3,72,1,1,41978,0
1237,Chittagong (IAP-Patenga),1997,2,30.5,15.6,32,74,1.3,1.4,41978,0
1238,Chittagong (IAP-Patenga),1997,3,33,20.8,118,81,2.6,2.6,41978,0
1239,Chittagong (IAP-Patenga),1997,4,34,22.2,40,78,2,4,41978,0
1240,Chittagong (IAP-Patenga),1997,5,34.8,25.1,267,81,4,4.5,41978,0
1241,Chittagong (IAP-Patenga),1997,6,35.1,25.4,425,83,4.4,6,41978,1
1242,Chittagong (IAP-Patenga),1997,7,35.4,25.6,1033,89,5.2,6.9,41978,1
1243,Chittagong (IAP-Patenga),1997,8,35.8,26.4,383,85,4.5,6.6,41978,1
1244,Chittagong (IAP-Patenga),1997,9,34.8,25.3,530,86,3.4,6,41978,1
1245,Chittagong (IAP-Patenga),1997,10,34.1,23.2,134,80,0.8,2.9,41978,0
1246,Chittagong (IAP-Patenga),1997,11,34.2,20.4,49,78,0.8,2.9,41978,0
1247,Chittagong (IAP-Patenga),1997,12,30.3,15.1,4,79,1.1,2.8,41978,0
1248,Chittagong (IAP-Patenga),1998,1,29.2,14.1,37,81,0.9,2.7,41978,0
1249,Chittagong (IAP-Patenga),1998,2,30.6,17.1,103,76,0.9,2.2,41978,0
1250,Chittagong (IAP-Patenga),1998,3,33.4,19.4,97,71,1.6,2.5,41978,0
1251,Chittagong (IAP-Patenga),1998,4,34.2,23.4,184,81,2.2,3.6,41978,0
1252,Chittagong (IAP-Patenga),1998,5,36.8,25.5,387,82,3,4.9,41978,0
1253,Chittagong (IAP-Patenga),1998,6,37,26.9,131,82,4.1,5.6,41978,0
1254,Chittagong (IAP-Patenga),1998,7,35.6,25.8,1291,89,4.2,6.8,41978,1
1255,Chittagong (IAP-Patenga),1998,8,34.5,25.8,1194,89,3.5,6.8,41978,1
1256,Chittagong (IAP-Patenga),1998,9,36.7,25.8,224,84,2.1,5.5,41978,1
1257,Chittagong (IAP-Patenga),1998,10,35.8,25.4,122,82,1.7,3.8,41978,0
1258,Chittagong (IAP-Patenga),1998,11,35,22.8,93,82,1.1,2.8,41978,0
1259,Chittagong (IAP-Patenga),1998,12,31.2,16.9,0,78,0.6,0.2,41978,0
1260,Chittagong (IAP-Patenga),1999,1,29.9,14.5,0,78,0.8,0.6,41978,0
1261,Chittagong (IAP-Patenga),1999,2,34,17.5,0,71,1.3,1.1,41978,0
1262,Chittagong (IAP-Patenga),1999,3,35.2,21.2,0,77,2.6,1.4,41978,0
1263,Chittagong (IAP-Patenga),1999,4,34.8,25.4,0,78,2.8,2.6,41978,0
1264,Chittagong (IAP-Patenga),1999,5,35.2,24.7,463,83,3.5,5.3,41978,0
1265,Chittagong (IAP-Patenga),1999,6,35,25.4,879,87,3.7,6.4,41978,1
1266,Chittagong (IAP-Patenga),1999,7,35.4,25.2,514,86,4,6.8,41978,1
1267,Chittagong (IAP-Patenga),1999,8,33.4,25.5,848,88,3.8,6.7,41978,1
1268,Chittagong (IAP-Patenga),1999,9,34,25.4,211,86,2.3,5.8,41978,0
1269,Chittagong (IAP-Patenga),1999,10,35,24.9,201,85,1.2,4.8,41978,0
1270,Chittagong (IAP-Patenga),1999,11,32.6,20.3,2,79,0.5,1.2,41978,0
1271,Chittagong (IAP-Patenga),1999,12,30.7,16.8,107,80,0.5,1.3,41978,0
1272,Chittagong (IAP-Patenga),2000,1,31,14.4,30,71,0.7,1,41978,0
1273,Chittagong (IAP-Patenga),2000,2,32,16.1,0,63,1,2.6,41978,0
1274,Chittagong (IAP-Patenga),2000,3,39.2,21.5,46,70,2.1,2.8,41978,0
1275,Chittagong (IAP-Patenga),2000,4,34.5,23.4,119,79,3.5,3,41978,0
1276,Chittagong (IAP-Patenga),2000,5,34.5,24.4,577,85,2.5,5.5,41978,1
1277,Chittagong (IAP-Patenga),2000,6,34.5,25.2,622,87,3.2,6.2,41978,1
1278,Chittagong (IAP-Patenga),2000,7,34,25.3,701,87,3.6,6.2,41978,1
1279,Chittagong (IAP-Patenga),2000,8,34.5,25.1,564,88,3,6.3,41978,1
1280,Chittagong (IAP-Patenga),2000,9,34.5,25.2,183,86,1.9,5.6,41978,0
1281,Chittagong (IAP-Patenga),2000,10,36,24.5,487,87,1,4.3,41978,1
1282,Chittagong (IAP-Patenga),2000,11,33.8,19.7,15,79,0.4,1.3,41978,0
1283,Chittagong (IAP-Patenga),2000,12,30.2,15,0,73,0.4,0.6,41978,0
1284,Chittagong (IAP-Patenga),2001,1,30,11.6,0,74,0.5,0.2,41978,0
1285,Chittagong (IAP-Patenga),2001,2,32.4,15.1,12,75,0.9,0.9,41978,0
1286,Chittagong (IAP-Patenga),2001,3,36.7,17.9,1,68,1.3,0.9,41978,0
1287,Chittagong (IAP-Patenga),2001,4,38.5,24.9,41,73,3.4,2.8,41978,0
1288,Chittagong (IAP-Patenga),2001,5,39.5,24.6,423,78,2.9,4.9,41978,1
1289,Chittagong (IAP-Patenga),2001,6,33,25.2,742,82,4.4,6.8,41978,1
1290,Chittagong (IAP-Patenga),2001,7,33.3,25.2,693,82,4.3,6.8,41978,1
1291,Chittagong (IAP-Patenga),2001,8,34.5,25.7,523,81,3.6,6.7,41978,1
1292,Chittagong (IAP-Patenga),2001,9,36,25.3,263,82,3.1,6.2,41978,0
1293,Chittagong (IAP-Patenga),2001,10,36,24.8,193,80,2.2,5.7,41978,0
1294,Chittagong (IAP-Patenga),2001,11,34,21.4,41,78,2.1,3.7,41978,0
1295,Chittagong (IAP-Patenga),2001,12,30.8,15.4,3,71,1.9,1.5,41978,0
1296,Chittagong (IAP-Patenga),2002,1,31.2,15.6,0,72,2,2.1,41978,0
1297,Chittagong (IAP-Patenga),2002,2,35.2,16.9,8,68,2.5,0.6,41978,0
1298,Chittagong (IAP-Patenga),2002,3,37.2,20.6,44,67,2.6,1.7,41978,0
1299,Chittagong (IAP-Patenga),2002,4,34.5,23.3,99,73,3.4,3.3,41978,0
1300,Chittagong (IAP-Patenga),2002,5,35.4,24.2,255,76,3.7,5.7,41978,0
1301,Chittagong (IAP-Patenga),2002,6,33.5,25.6,593,79,3.8,6,41978,1
1302,Chittagong (IAP-Patenga),2002,7,33,25.5,693,84,3.7,7.3,41978,1
1303,Chittagong (IAP-Patenga),2002,8,33.5,25.3,523,81,3.5,6.6,41978,1
1304,Chittagong (IAP-Patenga),2002,9,35.2,25.3,263,77,2.9,5.7,41978,0
1305,Chittagong (IAP-Patenga),2002,10,35.4,24,193,75,2.1,4.4,41978,0
1306,Chittagong (IAP-Patenga),2002,11,35,21.1,41,74,1.9,4.3,41978,0
1307,Chittagong (IAP-Patenga),2002,12,30.6,16.2,3,70,1.8,1.3,41978,0
1308,Chittagong (IAP-Patenga),2003,1,29.8,13.6,0,76,0.4,1,41978,0
1309,Chittagong (IAP-Patenga),2003,2,33.5,17.4,0,68,0.5,1.2,41978,0
1310,Chittagong (IAP-Patenga),2003,3,33.5,19.7,53,74,0.6,1.8,41978,0
1311,Chittagong (IAP-Patenga),2003,4,36.2,24.5,167,77,0.9,3.1,41978,0
1312,Chittagong (IAP-Patenga),2003,5,36.6,25.6,198,81,0.9,4.7,41978,0
1313,Chittagong (IAP-Patenga),2003,6,34.8,25,1209,90,1.2,6.7,41978,1
1314,Chittagong (IAP-Patenga),2003,7,35.2,25.8,372,85,1,5.9,41978,1
1315,Chittagong (IAP-Patenga),2003,8,34.2,25.8,260,85,1,5.9,41978,0
1316,Chittagong (IAP-Patenga),2003,9,34.5,25.5,210,85,0.5,5.5,41978,0
1317,Chittagong (IAP-Patenga),2003,10,35.5,24.8,234,85,0.2,4.3,41978,0
1318,Chittagong (IAP-Patenga),2003,11,34,18.7,0,75,0.1,0.3,41978,0
1319,Chittagong (IAP-Patenga),2003,12,31,16.3,66,78,0.2,1.6,41978,0
1320,Chittagong (IAP-Patenga),2004,1,30.5,14.9,0,79,0.2,1.6,41978,0
1321,Chittagong (IAP-Patenga),2004,2,33,16.3,0,67,0.3,0.6,41978,0
1322,Chittagong (IAP-Patenga),2004,3,35.5,22,6,77,1,3,41978,0
1323,Chittagong (IAP-Patenga),2004,4,34.8,23.9,165,79,1.2,4.7,41978,0
1324,Chittagong (IAP-Patenga),2004,5,38.4,25.9,275,80,0.6,4.6,41978,0
1325,Chittagong (IAP-Patenga),2004,6,35.2,25.5,638,85,0.5,6.2,41978,1
1326,Chittagong (IAP-Patenga),2004,7,33.5,25.4,905,88,0.7,6.7,41978,1
1327,Chittagong (IAP-Patenga),2004,8,34.4,25.6,142,85,0.9,6.2,41978,0
1328,Chittagong (IAP-Patenga),2004,9,34,25.2,590,87,0.5,6,41978,1
1329,Chittagong (IAP-Patenga),2004,10,35.4,23.7,203,84,0.4,3.7,41978,0
1330,Chittagong (IAP-Patenga),2004,11,32.3,18.4,0,77,0.2,0.5,41978,0
1331,Chittagong (IAP-Patenga),2004,12,31.5,16.3,0,75,0.2,0.4,41978,0
1332,Chittagong (IAP-Patenga),2005,1,32.8,14.5,5,70,0.5,1.4,41978,0
1333,Chittagong (IAP-Patenga),2005,2,33,18.4,0,67,1.2,1.4,41978,0
1334,Chittagong (IAP-Patenga),2005,3,33.6,22.2,57,77,1.5,3.6,41978,0
1335,Chittagong (IAP-Patenga),2005,4,37.8,24.5,121,76,1.2,2.9,41978,0
1336,Chittagong (IAP-Patenga),2005,5,35.5,24.7,148,77,1.4,4,41978,0
1337,Chittagong (IAP-Patenga),2005,6,35.8,26.9,233,83,1.1,5.8,41978,0
1338,Chittagong (IAP-Patenga),2005,7,34,25.6,596,87,0.9,5.9,41978,1
1339,Chittagong (IAP-Patenga),2005,8,34.3,25.5,654,91,0.6,7,41978,1
1340,Chittagong (IAP-Patenga),2005,9,35.6,25.5,386,87,0.4,5.7,41978,1
1341,Chittagong (IAP-Patenga),2005,10,35.3,24.7,100,87,0.3,3.9,41978,0
1342,Chittagong (IAP-Patenga),2005,11,34,19.5,23,83,0.2,1.2,41978,0
1343,Chittagong (IAP-Patenga),2005,12,31.8,17.1,8,80,0.3,1.9,41978,0
1344,Chittagong (IAP-Patenga),2006,1,29.8,14.6,0,77,0.5,0.5,41978,0
1345,Chittagong (IAP-Patenga),2006,2,33,19.1,0,78,0.7,1,41978,0
1346,Chittagong (IAP-Patenga),2006,3,38.4,21.8,0,67,0.6,1.8,41978,0
1347,Chittagong (IAP-Patenga),2006,4,37,24.7,50,75,1.2,2.9,41978,0
1348,Chittagong (IAP-Patenga),2006,5,36.8,24.6,859,84,1,4.6,41978,1
