,precision,recall,f1-score,support
0,0.9738260200153964,0.8724137931034482,0.9203346671516915,1450.0
1,0.6599264705882353,0.9134860050890585,0.7662753468516542,393.0
accuracy,0.8811720021703744,0.8811720021703744,0.8811720021703744,0.8811720021703744
macro avg,0.8168762453018159,0.8929498990962534,0.8433050070016729,1843.0
weighted avg,0.9068903049177979,0.8811720021703744,0.8874831680318247,1843.0
