,precision,recall,f1-score,support
0,0.9942028985507246,0.8232,0.9006564551422319,1250.0
1,0.5588822355289421,0.9790209790209791,0.7115628970775095,286.0
accuracy,0.8522135416666666,0.8522135416666666,0.8522135416666666,0.8522135416666666
macro avg,0.7765425670398334,0.9011104895104896,0.8061096761098707,1536.0
weighted avg,0.9131470980141166,0.8522135416666666,0.8654476285754932,1536.0
