,precision,recall,f1-score,support
0,0.988831615120275,0.9442165709598032,0.966009232060428,1219.0
1,0.8172043010752689,0.9589905362776026,0.8824383164005806,317.0
accuracy,0.947265625,0.947265625,0.947265625,0.947265625
macro avg,0.903017958097772,0.9516035536187029,0.9242237742305043,1536.0
weighted avg,0.9534111342919761,0.947265625,0.9487618490759412,1536.0
