,precision,recall,f1-score,support
0,0.9664804469273743,0.858560794044665,0.9093298291721419,1209.0
1,0.6298701298701299,0.8899082568807339,0.7376425855513308,327.0
accuracy,0.865234375,0.865234375,0.865234375,0.865234375
macro avg,0.7981752883987521,0.8742345254626995,0.8234862073617364,1536.0
weighted avg,0.8948192661476094,0.865234375,0.8727792245731801,1536.0
