,precision,recall,f1-score,support
0,0.9960474308300395,0.8269073010664479,0.9036306588973555,1219.0
1,0.5973282442748091,0.9873817034700315,0.7443519619500595,317.0
accuracy,0.8600260416666666,0.8600260416666666,0.8600260416666666,0.8600260416666666
macro avg,0.7966878375524243,0.9071445022682397,0.8239913104237075,1536.0
weighted avg,0.913759682042274,0.8600260416666666,0.8707586882383107,1536.0
