,precision,recall,f1-score,support
0,0.9960552268244576,0.8285479901558654,0.9046126287505598,1219.0
1,0.5996168582375478,0.9873817034700315,0.7461263408820024,317.0
accuracy,0.861328125,0.861328125,0.861328125,0.861328125
macro avg,0.7978360425310027,0.9079648468129484,0.8253694848162811,1536.0
weighted avg,0.9142381937241644,0.861328125,0.8719041956422702,1536.0
