,precision,recall,f1-score,support
0,0.9274193548387096,0.9623430962343096,0.944558521560575,1195.0
1,0.847972972972973,0.7360703812316716,0.7880690737833596,341.0
accuracy,0.912109375,0.912109375,0.912109375,0.912109375
macro avg,0.8876961639058414,0.8492067387329906,0.8663137976719673,1536.0
weighted avg,0.9097818442812772,0.912109375,0.909817049104826,1536.0
