,precision,recall,f1-score,support
0,0.9990610328638497,0.8837209302325582,0.9378580872631115,1204.0
1,0.70276008492569,0.9969879518072289,0.8244084682440846,332.0
accuracy,0.908203125,0.908203125,0.908203125,0.908203125
macro avg,0.8509105588947699,0.9403544410198935,0.8811332777535981,1536.0
weighted avg,0.9350168175542996,0.908203125,0.9133364248188949,1536.0
