,precision,recall,f1-score,support
0,0.9981220657276996,0.882890365448505,0.9369766416923755,1204.0
1,0.7006369426751592,0.9939759036144579,0.821917808219178,332.0
accuracy,0.9069010416666666,0.9069010416666666,0.9069010416666666,0.9069010416666666
macro avg,0.8493795042014294,0.9384331345314814,0.8794472249557768,1536.0
weighted avg,0.933821895901239,0.9069010416666666,0.91210715424895,1536.0
