,precision,recall,f1-score,support
0,0.9551056338028169,0.8974358974358975,0.9253731343283582,1209.0
1,0.69,0.8440366972477065,0.7592847317744154,327.0
accuracy,0.8860677083333334,0.8860677083333334,0.8860677083333334,0.8860677083333334
macro avg,0.8225528169014085,0.870736297341802,0.8423289330513868,1536.0
weighted avg,0.8986671297315141,0.8860677083333334,0.8900144705033978,1536.0
