,precision,recall,f1-score,support
0,0.969472710453284,0.8769874476987448,0.9209138840070299,1195.0
1,0.676923076923077,0.9032258064516129,0.7738693467336684,341.0
accuracy,0.8828125,0.8828125,0.8828125,0.8828125
macro avg,0.8231978936881805,0.8901066270751788,0.8473916153703491,1536.0
weighted avg,0.9045251681135701,0.8828125,0.8882692308753786,1536.0
