,precision,recall,f1-score,support
0,0.9635369188696444,0.8845188284518829,0.9223385689354275,1195.0
1,0.6856492027334852,0.8826979472140762,0.7717948717948718,341.0
accuracy,0.8841145833333334,0.8841145833333334,0.8841145833333334,0.8841145833333334
macro avg,0.8245930608015648,0.8836083878329796,0.8470667203651496,1536.0
weighted avg,0.9018443985555621,0.8841145833333334,0.8889170840884683,1536.0
