,precision,recall,f1-score,support
0,0.9981718464351006,0.9069767441860465,0.9503916449086162,1204.0
1,0.746606334841629,0.9939759036144579,0.8527131782945736,332.0
accuracy,0.92578125,0.92578125,0.92578125,0.92578125
macro avg,0.8723890906383648,0.9504763239002522,0.9015524116015949,1536.0
weighted avg,0.9437970092938034,0.92578125,0.9292788513436018,1536.0
