,precision,recall,f1-score,support
0,0.9950544015825915,0.8252666119770303,0.9022421524663677,1219.0
1,0.5942857142857143,0.9842271293375394,0.7410926365795725,317.0
accuracy,0.8580729166666666,0.8580729166666666,0.8580729166666666,0.8580729166666666
macro avg,0.7946700579341529,0.9047468706572849,0.8216673945229701,1536.0
weighted avg,0.9123436764047854,0.8580729166666666,0.8689840818048351,1536.0
