,precision,recall,f1-score,support
0,0.9580731489741302,0.8987447698744769,0.927461139896373,1195.0
1,0.708433734939759,0.8621700879765396,0.7777777777777778,341.0
accuracy,0.890625,0.890625,0.890625,0.890625
macro avg,0.8332534419569446,0.8804574289255083,0.8526194588370755,1536.0
weighted avg,0.9026518988532185,0.890625,0.8942306539052005,1536.0
