,precision,recall,f1-score,support
0,0.9697828139754485,0.8494623655913979,0.9056437389770723,1209.0
1,0.6184486373165619,0.9021406727828746,0.7338308457711443,327.0
accuracy,0.8606770833333334,0.8606770833333334,0.8606770833333334,0.8606770833333334
macro avg,0.7941157256460052,0.8758015191871362,0.8197372923741083,1536.0
weighted avg,0.8949870615226777,0.8606770833333334,0.869066384759404,1536.0
